bi_id,bi_isbn,bi_class,bi_title,bi_image,bi_content,bi_auther,bi_publisher,bi_publisher_year,bi_site,category,category_large_group
6264,9789869602655,784.58 C455,切里尼自傳 :,https://www.sanmin.com.tw/Assets/product_images/986/986960265.jpg,"「歌德」為德語版進行翻譯,「達利」為英文版繪製插畫「文藝復興不只文藝,還又瘋又鬧又憂鬱!」十六世紀藝術家的精彩生活文藝復興社會裡的亂世浮生「我從這個人的憂慮之中看到的整個世紀,要比最清晰的歷史記載還真實。」-德國詩人歌德「切里尼的故事比小說還驚奇。」-亞馬遜讀者留言「切里尼這個人太有個性了,其經歷也太離奇精彩了。」-鄭州大學外語學院教授王憲生本韋努托.切里尼,佛羅倫斯人,十六世紀文藝復興時期重要的藝術家。諸如當代其他的偉大人物,但丁薄伽丘達文西米開朗基羅等,切里尼也有著多才多藝的天才特徵,更有瘋狂駭俗的浪蕩不羈。作為雕刻家,他為佛羅倫斯公爵柯西莫一世創作了聞名於世的柏爾修斯像作為金匠,他為法國國王弗郎索瓦一世製作了著名的鹽盒作為罪犯,他為弟弟手弒仇人,最後鋃鐺入獄作為軍人,他為教皇克萊門特七世保衛聖天使堡立下汗馬功勞作為雙性戀者,他為了愛情慾望,招惹了無數男人和女人。這位直性子愛吹牛又傳奇的藝術大師,用他波瀾壯闊的人生,道出文藝復興時期有血有肉的社會風貌,書中記錄的政治鬥爭經濟狀況法律規範社交聚會甚至男女風俗等等社會狀況,更成為今日認識文藝復興時代的線索,也揭露了我們印象中那個浪漫文藝歌舞昇平的時代其實是如何的又鬧又瘋狂。西方經典叢書必收錄書目西方有名的經典叢書,企鵝經典牛津世界經典人人文庫皆收錄了切里尼的自傳,甚至杜蘭特人類文明史與哈佛經典叢書,都用龐大的篇幅介紹切里尼自傳。它與奧古斯丁懺悔錄,羅馬皇帝安東尼沉思錄,盧梭懺悔錄,美國富蘭克林的自傳等作品,並列為西方歷史中最重要的自傳之一。文藝復興時代藝術家的生活談到文藝復興,人們常流連在藝術大師們驚人的繪畫雕刻與藝術作品之中。但正如但丁說「我的國家是全世界」那般,文藝復興藝術家大多輾轉受聘於教會及王公貴族,四處遊歷的生活方式,使他們有機會深入歐洲不同的文化與社會階層,成為當時社會自由交流的象徵與樞紐。本書藉由切里尼周遊各國留下的豐富經歷,我們不只瞭解到文藝復興時期藝術家的創作與生活,更能窺見當時歐洲社會文化上的真實樣貌。文藝復興的社會與文化風貌切里尼在自傳中不經意地提到的一些事情,也都有重要的參考價值,如司法程序經濟收入狀況義大利人對待外國人的態度宗教習俗醫療水準社交聚會教皇的影響力巫術政治鬥爭郵政通信鑄造工藝喪葬禮俗實物交易等。可以毫不誇張地說,切里尼自傳是一本十六世紀文藝復興的百科全書。本韋努托.切里尼(Benvenuto Cellini, 1500-1571)義大利文藝復興時期的金匠畫家雕塑家戰士音樂家,在藝術史上,他以雕塑聞名,風格主義藝術的代表人物。切里尼多才多藝,能唱會彈,懂拉丁文,作詩作曲,甚至會製造機器。他曾為許多叱吒風雲的大人物效力,曾有過十餘次死裡逃生的經歷。58歲時,他自行口述編整自己的自傳,傳記裡記錄了他一生跌宕的經歷,也刻劃了文藝復興真實而不為人知的一面。譯者王憲生中國鄭州大學外語學院教授,中國河南省翻譯協會副會長,翻譯社科文學類作品二百餘萬字,另出版翻譯西方文化類教材著述等一百餘萬字。譯 序:西方世界最著名的傳記西方人寫自傳的歷史可以追溯到古羅馬時期。但早期的自傳多側重於內心世界的描寫,對於事件的記述較少。如基督教教父奧古斯丁的懺悔錄,羅馬皇帝安東尼的沉思錄,這些與其說是自傳作品,不如說是哲學作品,而且內容枯燥無味,沒有耐心的一般讀者很難將其讀完。從文藝復興時期開始,自傳作品不但在數量上大大增加,在形式上也發生了很大的變化,不但有內心世界的描寫,更有對外部世界複雜事件的記述,可讀性有了很大的提高,先後出現了英國海軍軍官佩皮斯的日記法國哲學家盧梭的懺悔錄美國政治家佛蘭克林的自傳等著名的作品。但論精彩程度和在文化史上的價值,沒有一部能夠趕得上切里尼的自傳。切里尼是義大利文藝復興後期著名的雕塑家和金匠,也是世紀歐洲風格主義的代表人物之一。他的作品設計複雜,主題多變,追求高超繁細的技巧,風格典雅華麗,其代表作是為科西莫大公制作的珀爾修斯像(現存佛羅倫斯)和為法蘭西國王弗朗索瓦一世製作的鹽盒(現藏維也納藝術史博物館,被譽為「雕塑界的蒙娜麗莎」,2003年被盜,博物館開出5300萬英鎊的天價懸賞捉拿盜賊,2006年終於找回)。毫無疑問,切里尼雖然比不上米開朗基羅等第一流的藝術家,憑他的作品也會青史留名。但真正使他名滿天下的倒不是他的藝術品,而是他那著名的自傳。換言之,在西方文化史上,他的自傳的價值超過了他的藝術品的價值,這種現象在名人之中是很少見的。切里尼的自傳是他在 58 歲功成名就之後開始寫,歷時 4 年後擱筆,後來又進行了一些局部的修改和補充。自傳的大部分是由切里尼一邊幹活一邊口授,一個 14 歲的抄寫員記錄,只有最後一小部分是由切里尼親筆撰寫。自傳寫好以後沉寂了一百多年,直到1728年才在那不勒斯出版問世。1771年,英國人紐根特將其譯成英語,並將其獻給了剛成立不久的英國皇家美術院的創建人和首任院長雷諾茲。1796年,著名詩人歌德將其譯成德語,1822年法譯本問世。這時正值歐洲文學藝術的浪漫主義時期,切里尼的自傳以其不同尋常的人生經歷和鮮活的語言贏得了人們的普遍讚揚,對當時的浪漫派文學藝術家產生了影響,如英國小說家司各特法國小說家大仲馬音樂家柏遼茲等人,都從切里尼的自傳中獲益匪淺。歌德在他的德譯本出版之際這樣寫道:「我從這個人的憂慮之中看到的整個世紀,要比最清晰的歷史記載還要真實。」從歌德說這句話至今已有兩百年了。兩百年來,切里尼自傳暢銷不衰,新的譯本不斷出現,僅英譯本就有多種。公認的標準英譯本是由英國著名的文藝復興研究專家和傳記作家西蒙茲譯成,自1888年問世以來多次重印,深受好評。多年來,切里尼自傳一直被譽為西方最優秀的紀實文學作品。三十年前去世的美國著名學者杜蘭特,在他十卷本的皇皇巨著人類文明史(最後一卷獲普利茲獎)中,專門辟出一章介紹切里尼及其自傳。二十世紀初,在美國出版的五十卷本哈佛經典叢書中,切里尼自傳是其中的第 31 卷。另外,它還被很多的傳記叢書所收錄。切里尼自傳廣受歡迎的原因,主要是作者以生動的語言描寫了自己豐富多彩的人生經歷。切里尼寫自傳的動機與別人有所不同。奧古斯丁盧梭佛蘭克林寫自傳主要是為了懺悔自己的過錯,並通過懺悔來警示世人,因而是屬於說教性的。佩皮斯寫日記純粹是為了自娛,根本就沒有打算讓別人看(原作是用他自己發明的速記符號寫成)。而切里尼寫自傳是為了向世人顯示其藝術成就,表白自己的人品,傾訴自己的苦難經歷,以便在他死後讓人們知道他是個什麼樣的人,在什麼樣的情況下做了什麼樣的事。由於這一原因,我們在他的自傳中看不到什麼新思想,也聽不到多少說教,他偶爾談到的一些體會和教訓也沒有什麼新意。但讀者會對切里尼這個人感興趣,對他的經歷感興趣,因為切里尼這個人太有個性了,其經歷也太離奇了,故事也講得太精彩了。切里尼於1500年出生於佛羅倫斯,一生在義大利和法蘭西各地闖蕩江湖幾十年,既結交了無數的朋友,又得罪了無數的仇人,其中既有顯赫的王公貴族,也有地痞無賴。他性情暴烈,好勇鬥狠,疾惡如仇,動輒發火,對人非打即罵,殺死的人足有幾十個(包括在保衛聖天使城堡的戰鬥中擊斃的人數)。他還致傷致殘多人,多次被人追殺,多次遭人暗算,多次被捕入獄,多次險些喪命。他生活放蕩,是個少有的雙性戀者,不知玩弄了多少女人,也不知玩弄了多少男人,私生子的數目恐怕連他本人也說不清楚。他自高自大,目空一切,在他接觸到的人中,除了他的家人和他欽佩的米開朗基羅之外,全都被他罵得一無是處,不是「蠢驢」便是「無賴」。他心靈手巧,多才多藝,喜愛藝術,雖歷盡坎坷,對藝術的追求卻始終未變。為了追求藝術,他不惜和父親鬧翻,和自己的師父鬧翻,和自己的保護人鬧翻,甚至不惜自己的生命。他俠肝義膽,古道熱腸,為了給弟弟報仇他不惜殺人,為了照料妹妹和外甥女,他不惜拋棄在法蘭西的榮華富貴而返回佛羅倫斯,他還多次照料那些向他求助的人。他鐵嘴鋼牙,能言善辯,說起話來頭頭是道,教皇和君主都喜歡和他談話。他講故事繪聲繪色,以鮮活的佛羅倫斯方言把自己豐富多彩的經歷描繪得活靈活現。這樣一個人,將自己不同尋常的經歷毫不隱諱地和盤托出,怎能不讓人對他感興趣呢?切里尼自傳除了具有極強的可讀性之外,它的價值還在於它折射出了文藝復興時期的文化生活。文藝復興時期的義大利產生出一大批著名的文學家和藝術家,但切里尼是其中唯一留下自傳的人,因而顯得更加珍貴。他的描述涉及眾多的歷史人物和當時生活的方方面面,可以說是反映了當時義大利的全景,其中關於很多人物和事件的描寫是獨一無二的,因而又具有重要的史料價值,成為每一個研究義大利文藝復興歷史的人都要參考的重要資料。概括起來,切里尼自傳反映出義大利文藝復興的以下幾個特點。文藝復興時期的人文主義者都是多才多藝的人。切里尼早年跟隨父親學習音樂,長笛吹得很漂亮,後來又學習繪畫金銀飾品製作珠寶鑲嵌著色衝壓硬幣像章上瓷釉石雕銅像澆鑄等技術,各種手工藝活無所不精。尤其是金銀飾品製作和雕塑更是出眾,被公認為當時義大利最優秀的金匠和米開朗基羅之後佛羅倫斯最傑出的雕塑家。另外,他還是一個優秀的劍客,一個能百步穿楊的神槍手,一個善寫十四行詩的詩人,一個故事大王。他在自傳中信心十足地說:「一種自得其樂的天性和才華橫溢的資質,使我能夠隨心所欲地完成我樂於接受的任何作業」,他要「竭盡全力地爭取在所有的門類中應付自如」。文藝復興造就了許許多多像切里尼這樣多才多藝的人,當時的很多傳記除了在書中提到傳主的主要成就之外,還談到他在其他方面的研究。從但丁薄伽丘,到達文西米開朗基羅,無不如此。當時義大利最有才能的人逐步拋棄了狹隘的鄉土觀念,喜愛到外面去闖蕩。恰如但丁所說:「我的國家是全世界」,「難道我在別處就不能享受日月星辰的光明麼?」切里尼從青年時代起便經常漂泊在外,先後到過比薩羅馬錫耶納曼圖亞那不勒斯威尼斯巴黎。在巴黎期間,法國國王弗朗索瓦一世特許他加入法國國籍。他在自傳中說:「我知道無論我走到何處都不會缺衣少食。」研究文藝復興文化的權威學者布克哈特認為,這一世界主義「就是個人主義的較高階段」。吉貝爾蒂說:「只有那個學識淵博的人才能四海為家他雖然被剝奪了財產,沒有朋友,但他是每一個國家的公民,並且能夠無所畏懼地蔑視命運的變化。」這些學者和藝術家的自由流動促進了學術交流和人文主義精神的傳播,打破了中世紀的封建枷鎖對人的束縛。當時的人文主義者幾乎人人都愛吹牛,切里尼也是一個吹牛大王。他在自傳中把自己的每一項成就都極力誇大,誇一個人好簡直完美無缺,說一個人壞便一無是處,他周圍的朋友對他的讚譽幾乎達到了無以復加的程度。如著名學者和詩人瓦爾基聽說切里尼病死了,便寫了一首十四行詩悼念他,其中有這麼幾句:「君生為藝術家蓋世無雙到如今撒手去直升天堂就是在先賢中亦無其匹塵世間再無人與君頡頏。」把切里尼抬到了至高無上的地位。這些人愛吹牛大概和義大利人的性格有關,其他國家的人文主義者似乎沒有這種習慣。但切里尼的誇張並不破壞讀者對他的印象。他所說的事情給人的感覺都是真實的,只不過是他渲染得有些過分而已。讀者反而覺得這是一個有血有肉的人,一個有人性的弱點但也不乏可愛之處的人,一個張揚個性敢說敢為徹底擺脫了中世紀禁俗主義束縛的人。恰如布克哈特對切里尼的評價那樣:「無論我們喜歡他或不喜歡他,他依然如故地作為一個近代精神的重要典型而活下去。」義大利人不僅愛吹牛,而且還善諷刺。但丁詩歌中的嘲笑語言有目共睹。佛羅倫斯人個個都像切里尼一樣說話尖酸刻薄。一些人捕風捉影式的誹謗中傷使切里尼吃盡了苦頭,當然,切里尼本人的伶牙俐齒也沒少挖苦貶損別人。當時義大利流行一種以諷刺為主的三行連環押韻詩,切里尼在獄中便寫這種詩來諷刺獄中的生活和他的仇人。他還常將諷刺與他善於描寫的特長結合起來,往往三言兩語便能將一個人物刻畫得栩栩如生。如他這樣描寫","信實文化,2018[民107]",本韋努托.切里尼(Benvenuto Cellini)著 ; 王憲生譯,2018[民107],數位典藏區,歷史及地理類_歐洲傳記,歷史及地理類
4615,9789869472005,861.59 0345,小白蝶要學飛 :,https://www.sanmin.com.tw/Assets/product_images/986/986947200.jpg,"日本長銷20年的認識昆蟲知識繪本!生態專家昆蟲老師誠摯推薦!小白是一隻剛剛完成羽化的白粉蝶,因為剛從毛毛蟲變成蝴蝶,所以他努力練習飛行,適應長大後的生活。卻發現自己怎麼樣都沒辦法像蜜蜂先生那樣飛得又直又快,這到底是為什麼呢?想知道小白粉蝶在練習飛行的途中還發生哪些有趣的事嗎?一起跟著小白蝶展翅探索美麗的花花世界吧! 生態專家誠摯推薦(依推薦人姓氏筆畫排序)昆蟲生態講師(蝌蚪老師) 呂軍逸台灣昆蟲館館長 柯心平自然生態作家 楊維晟 系列特色本系列精選6種孩子們最常見的昆蟲與動物:螞蟻瓢蟲蝴蝶蜻蜓獨角仙和蝸牛,增加孩子對動物的親近感,也增進孩子對自然科普知識的興趣。簡單擬人化的昆蟲故事繪本,以昆蟲的視角帶領孩子進入微觀的蟲蟲世界,認識各種昆蟲的生長環境成長過程食性與天敵,讓孩子們輕鬆理解相關的科普知識。同系列每本之間的昆蟲會有一些關聯性,藉著生動可愛的圖畫讓孩子們了解這些昆蟲的棲息環境食物來源,以及昆蟲之間的食物鏈關聯,讓孩子們在閱讀時進而理解自然生態的科普知識內容。書末附上昆蟲專家高家博成的專業解說,提供大小讀者最正確的知識介紹,讓孩子吸收更多與昆蟲有關的補充知識。系列作品1.小螞蟻去探險 2.小瓢蟲來玩耍3.小白蝶要學飛 4.小蜻蜓快長大 5.獨角仙大力士 6.小蝸牛愛下雨 適讀年齡:35歲親子共讀6歲以上自己閱讀 日本長銷20年的認識昆蟲知識繪本!生態專家昆蟲老師誠摯推薦!小白是一隻剛剛完成羽化的白粉蝶,因為剛從毛毛蟲變成蝴蝶,所以他努力練習飛行,適應長大後的生活。系列作品1.小螞蟻去探險 2.小瓢蟲來玩耍3.小白蝶要學飛 4.小蜻蜓快長大 5.獨角仙大力士 6.小蝸牛愛下雨 適讀年齡:35歲親子共讀6歲以上自己閱讀 高家博成(TAKAIE HIROSHIGE)1941年於日本京都府出生,為東洋大學約聘講師農學博士,主要作品有繪本波斯菊和昆蟲昆蟲的鬍鬚水黽飛起來了(第12屆日本科學讀物賞),以及綠色毛蟲變身記我是一隻大螳螂等。譯者簡介 姓名:鄭雅云 本系列譯者為鄭雅云。繪者簡介 姓名:仲川道子 仲川道子(NAKAGAWA MICHIKO)1948年於日本東京都出生,以明亮又溫暖的畫風擁有從兒童到大人的廣大讀者,主要著作有繪本小象帕歐叢書10隻青蛙叢書,以及企鵝的海水浴母雞阿姨叢書等。","城邦文化  小光點,2017[民106]",高家博成文 ; 仲川道子圖 ; 鄭雅云譯,2017[民106],1樓兒童中心閱讀基地,語言文學類_日本文學,語言文學類
